Year,Annual Average CPI(-U),Annual Percent Change,index,title,genre,budget,revenue,release_date,runtime,director,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore,release_year,Poster_URL
2015,237,0.001,512,The Man from U.N.C.L.E.,Comedy,75000000,108145109,8/13/2015,116,Guy Ritchie,20,4,16,56,89,32,426,7.6,2015,https://image.tmdb.org/t/p/w500/y5yZaForGSJbPD66Cvq9AT5WMAD.jpg
2004,188.9,0.027,513,Spanglish,Comedy,80000000,55041367,12/17/2004,130,James L. Brooks,14,7,15,48,15,9,91,8.4,2004,https://image.tmdb.org/t/p/w500/bKXOxfSKsns5SepD3jeNuBD1m1X.jpg
2006,201.6,0.032,514,Monster House,Animation,75000000,140175006,7/21/2006,91,Gil Kenan,4,1,27,68,34,15,239,8.3,2006,https://image.tmdb.org/t/p/w500/r4BrEpGD2OlOTHvVwy0lXzxAGqs.jpg
2001,177.1,0.028,515,Bandits,Action,75000000,67631903,10/12/2001,123,Barry Levinson,12,2,18,60,13,4,62,8.3,2001,https://image.tmdb.org/t/p/w500/67AUAkiT4rbgqN7SNlIJn0zWZqU.jpg
2011,224.9,0.032,517,Immortals,Fantasy,75000000,226904017,11/10/2011,110,Tarsem Singh,11,6,6,46,132,52,111,5.8,2011,https://image.tmdb.org/t/p/w500/4SPPX5KIyaQ9O8n5rLvvUIiIhpF.jpg
2005,195.3,0.034,518,Hostage,Mystery,52000000,77944725,3/9/2005,113,Florent-Emilio Siri,13,9,11,44,26,6,211,9,2005,https://image.tmdb.org/t/p/w500/vjhLmtjO2pMQXRgkxcwZoq2Ma8n.jpg
2000,172.2,0.034,519,Titan A.E.,Animation,75000000,36754634,6/16/2000,94,Gary Goldman,15,5,10,48,13,6,114,8.6,2000,https://image.tmdb.org/t/p/w500/el2iHk3LTJWfEnwrvcRkvWY501G.jpg
2003,184,0.023,520,Hollywood Homicide,Action,75000000,51142659,6/9/2003,116,Ron Shelton,17,9,10,47,4,5,84,9.3,2003,https://image.tmdb.org/t/p/w500/Am7AhZYG7HLksY5E35oaEJ3Desz.jpg
2001,177.1,0.028,522,Monkeybone,Adventure,75000000,5409517,2/23/2001,93,Henry Selick,11,12,5,40,9,3,49,8.7,2001,https://image.tmdb.org/t/p/w500/lgH7Wej9922C1MQv0wciAfesKH8.jpg
2004,188.9,0.027,523,Flight of the Phoenix,Action,45000000,21009180,12/17/2004,113,John Moore,16,5,7,47,9,4,46,8.1,2004,https://image.tmdb.org/t/p/w500/pcj6unMsKCw0ogWFlUXmbc9gKap.jpg
2000,172.2,0.034,524,Unbreakable,Science,75000000,248118121,11/13/2000,106,M. Night Shyamalan,11,2,18,62,52,21,478,8.4,2000,https://image.tmdb.org/t/p/w500/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg
2011,224.9,0.032,526,Sucker Punch,Action,82000000,89792502,3/24/2011,110,Zack Snyder,10,15,4,33,179,210,482,6.3,2011,https://image.tmdb.org/t/p/w500/8oBc33JEnYm3rqPIwGtQXQbP96j.jpg
1998,163,0.016,527,Snake Eyes,Crime,73000000,103891409,8/7/1998,98,Brian De Palma,11,4,9,52,13,83,15,1.8,1998,https://image.tmdb.org/t/p/w500/gsh9mQKRrr4M90XC9Rr0wxefc9u.jpg
1998,163,0.016,528,Sphere,Science,75000000,13100000,2/13/1998,134,Barry Levinson,10,11,0,35,17,6,32,6.6,1998,https://image.tmdb.org/t/p/w500/reR7C7EYe3DiHm5OYpA0ACUMDld.jpg
2016,240,0.013,529,The Angry Birds Movie,Family,73000000,349779543,5/11/2016,97,Fergal Reilly,6,13,8,43,99,59,179,6.3,2016,https://image.tmdb.org/t/p/w500/cqcBmUvip0CWiYIKaPyBbvBEnac.jpg
2008,215.3,0.038,530,Fool's Gold,Romance,70000000,111231041,2/7/2008,112,Andy Tennant,9,18,2,29,16,40,27,4.5,2008,https://image.tmdb.org/t/p/w500/5pIqVNmWJ87K5dk9tE01o6gknZJ.jpg
2009,214.5,-0.004,531,Funny People,Comedy,75000000,61458982,7/31/2009,146,Judd Apatow,12,2,22,60,59,44,139,6.5,2009,https://image.tmdb.org/t/p/w500/gEYKD5cWCBGg8Za3hhwDBk3gEsP.jpg
2006,201.6,0.032,533,Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000,162966177,8/4/2006,116,Adam McKay,7,0,26,66,59,61,192,6.5,2006,https://image.tmdb.org/t/p/w500/3iCiTqsmJz1mO85AHzTiHNkRmb6.jpg
2001,177.1,0.028,534,Dr. Dolittle 2,Comedy,70000000,176104344,6/22/2001,87,Steve Carr,14,5,9,49,17,5,10,5.8,2001,https://image.tmdb.org/t/p/w500/asYjHXBoD44B6mLOcZtMfMV3hm1.jpg
1995,152.4,0.028,535,Braveheart,Action,72000000,210000000,5/24/1995,177,Mel Gibson,3,2,15,68,35,14,422,8.7,1995,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg
2005,195.3,0.034,536,Jarhead,Drama,72000000,96889998,11/4/2005,125,Sam Mendes,18,2,20,58,47,34,172,7.1,2005,https://image.tmdb.org/t/p/w500/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg
2001,177.1,0.028,538,The Majestic,Drama,72000000,37317558,12/21/2001,152,Frank Darabont,8,17,5,27,14,3,38,7.4,2001,https://image.tmdb.org/t/p/w500/m9WrB91B8ghxIZhyFugkoSleBE7.jpg
2001,177.1,0.028,539,Driven,Action,94000000,54744738,4/27/2001,116,Renny Harlin,13,12,1,29,13,10,14,5.6,2001,https://image.tmdb.org/t/p/w500/8tJ4Ya8yEyxCMihDumEyvwvUuLB.jpg
2004,188.9,0.027,541,The Village,Drama,60000000,256697520,7/30/2004,108,M. Night Shyamalan,19,10,11,44,62,59,196,6.8,2004,https://image.tmdb.org/t/p/w500/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg
2002,179.9,0.016,543,Signs,Drama,72000000,408247917,8/2/2002,106,M. Night Shyamalan,11,4,21,59,56,49,264,7.5,2002,https://image.tmdb.org/t/p/w500/hyZkNEbNgnciUVTyu4NZTjlCh4L.jpg
2004,188.9,0.027,544,Shrek 2,Adventure,150000000,919838758,5/19/2004,93,Andrew Adamson,7,0,33,75,36,9,528,8.7,2004,https://image.tmdb.org/t/p/w500/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg
2006,201.6,0.032,545,Cars,Animation,120000000,461983149,6/8/2006,117,John Lasseter,9,1,29,73,104,51,450,7.4,2006,https://image.tmdb.org/t/p/w500/abW5AzHDaIK1n9C36VdAeOwORRA.jpg
1999,166.6,0.022,546,Runaway Bride,Comedy,70000000,309457509,7/30/1999,116,Garry Marshall,15,11,7,39,14,6,10,5.7,1999,https://image.tmdb.org/t/p/w500/aq0wzlWTEaUHlehS14cS5kejRIY.jpg
2002,179.9,0.016,547,xXx,Action,70000000,277448382,8/9/2002,124,Rob Cohen,16,7,10,48,49,101,61,3.8,2002,https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg
2015,237,0.001,548,The SpongeBob Movie: Sponge Out of Water,Animation,74000000,311594032,2/5/2015,93,Paul Tibbitt,11,1,15,62,80,48,177,6.5,2015,https://image.tmdb.org/t/p/w500/2WDmjUlSAPlA27i2OwEC7sRTFw3.jpg
1996,156.9,0.029,549,Ransom,Action,80000000,309492681,11/8/1996,117,Ron Howard,5,3,13,60,20,154,43,2.2,1996,https://image.tmdb.org/t/p/w500/kFShhVUU5LfGmLvo9OJGM8dyDFL.jpg
1991,136.2,0.042,551,Hook,Adventure,70000000,300854823,12/11/1991,144,Steven Spielberg,12,1,6,52,35,4,70,7.2,1991,https://image.tmdb.org/t/p/w500/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg
1990,130.7,0.054,552,Die Hard 2,Action,70000000,240031094,7/2/1990,124,Renny Harlin,1,3,13,67,46,6,297,8.5,1990,https://image.tmdb.org/t/p/w500/2rto4EhQrUsJoGGgWcwiRv6hB3H.jpg
2003,184,0.023,553,S.W.A.T.,Action,80000000,116643346,8/8/2003,117,Clark Johnson,17,9,9,45,29,9,117,8.1,2003,https://image.tmdb.org/t/p/w500/bon63yPVIgUFLP2653Dg9GCOJLJ.jpg
2001,177.1,0.028,554,Vanilla Sky,Drama,68000000,203388341,12/10/2001,136,Cameron Crowe,12,9,12,45,33,58,309,7.9,2001,https://image.tmdb.org/t/p/w500/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg
2006,201.6,0.032,555,Lady in the Water,Drama,75000000,42285169,7/21/2006,110,M. Night Shyamalan,20,14,2,36,66,124,243,6.3,2006,https://image.tmdb.org/t/p/w500/ddNmoSy1Jd3PBF5XDZvrrBIfrja.jpg
2004,188.9,0.027,556,AVP: Alien vs. Predator,Adventure,70000000,171183863,8/12/2004,101,Paul W.S. Anderson,10,11,0,29,100,88,127,5.5,2004,https://image.tmdb.org/t/p/w500/ySWu5bCnnmgV1cVacvFnFIhgOjp.jpg
2009,214.5,-0.004,557,Alvin and the Chipmunks: The Squeakquel,Comedy,75000000,443140005,12/21/2009,88,Betty Thomas,13,4,3,41,42,57,30,4.3,2009,https://image.tmdb.org/t/p/w500/8mdPqOga5fty15nXmaNcK1fsNMa.jpg
2002,179.9,0.016,558,We Were Soldiers,Action,75000000,114660784,3/1/2002,138,Randall Wallace,9,2,26,65,21,10,55,7,2002,https://image.tmdb.org/t/p/w500/q2LeLzw4q9HTelkKx29dyTMf5zK.jpg
2013,233,0.015,559,Olympus Has Fallen,Action,70000000,161025640,3/20/2013,120,Antoine Fuqua,16,6,8,41,136,86,170,5.7,2013,https://image.tmdb.org/t/p/w500/ei2qjTiDpgKGuoSEntPCSAIhuvQ.jpg
1998,163,0.016,560,Star Trek: Insurrection,Science,70000000,118000000,12/10/1998,103,Jonathan Frakes,6,0,13,64,37,7,28,6,1998,https://image.tmdb.org/t/p/w500/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg
2011,224.9,0.032,561,Battle: Los Angeles,Action,70000000,202466756,3/8/2011,116,Jonathan Liebesman,16,13,6,37,198,130,254,5.8,2011,https://image.tmdb.org/t/p/w500/jloyGeVYZSxM9zsLFvVOWuj2ey4.jpg
2003,184,0.023,562,Big Fish,Adventure,70000000,122919055,12/25/2003,125,Tim Burton,15,3,24,58,31,8,336,8.7,2003,https://image.tmdb.org/t/p/w500/tjK063yCgaBAluVU72rZ6PKPH2l.jpg
2011,224.9,0.032,563,War Horse,Drama,66000000,177584879,12/25/2011,146,Steven Spielberg,11,0,29,72,73,53,249,6.7,2011,https://image.tmdb.org/t/p/w500/nF66DU2zPLFb9CxDQNSNX2RgNaq.jpg
1989,124,0.048,565,The Abyss,Adventure,70000000,90000098,8/9/1989,139,James Cameron,6,1,7,62,12,4,73,7.6,1989,https://image.tmdb.org/t/p/w500/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg
2010,218.1,0.016,566,Wall Street: Money Never Sleeps,Drama,70000000,134748021,9/2/2010,133,Oliver Stone,18,1,20,59,76,22,55,5.8,2010,https://image.tmdb.org/t/p/w500/i9DFTWbD6mpM6UT3HlzZwlA92l4.jpg
2014,236.7,0.016,567,Dracula Untold,Horror,70000000,215529201,10/1/2014,92,Gary Shore,15,10,5,40,139,63,219,6.4,2014,https://image.tmdb.org/t/p/w500/xJJFZ7tYASyQ7rNOLTrb2JpDc7A.jpg
1998,163,0.016,568,The Siege,Drama,70000000,116672912,11/6/1998,116,Edward Zwick,15,2,8,53,13,0,16,6.9,1998,https://image.tmdb.org/t/p/w500/6aSo9FepBA6zNEHgA3bgqt3UaOk.jpg
2007,207.3,0.029,569,Stardust,Adventure,70000000,135560026,8/9/2007,127,Matthew Vaughn,7,1,25,66,25,10,318,8.7,2007,https://image.tmdb.org/t/p/w500/7zbFmxy3DqKYL2M8Hop6uylp2Uy.jpg
2011,224.9,0.032,571,The Dilemma,Comedy,70000000,67112664,1/13/2011,111,Ron Howard,20,6,6,46,49,40,53,5.7,2011,https://image.tmdb.org/t/p/w500/a7EVBTqeh6NoCFDW24qIp11kyi9.jpg
2002,179.9,0.016,572,Bad Company,Action,70000000,65977295,6/7/2002,116,Joel Schumacher,16,14,3,37,9,10,66,8.3,2002,https://image.tmdb.org/t/p/w500/umu141mcfIEhRLgyQp7TWlGJFW.jpg
2005,195.3,0.034,573,Doom,Adventure,60000000,55987321,10/20/2005,105,Andrzej Bartkowiak,13,14,1,34,69,71,117,5.8,2005,https://image.tmdb.org/t/p/w500/nkzyhae9Eb9Eglbi6T5iEuPD6L.jpg
2012,229.6,0.021,575,Underworld: Awakening,Fantasy,70000000,160112671,1/19/2012,88,Måns Mårlind,5,7,5,39,95,37,117,6.3,2012,https://image.tmdb.org/t/p/w500/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg
2012,229.6,0.021,576,Rock of Ages,Comedy,75000000,59418613,6/13/2012,123,Adam Shankman,17,12,13,47,57,41,81,5.9,2012,https://image.tmdb.org/t/p/w500/A0kIZHg0Tn66lw5gbKUIRwlCny0.jpg
2002,179.9,0.016,577,Hart's War,Drama,70000000,32287044,2/15/2002,125,Gregory Hoblit,18,3,11,49,13,4,11,5.7,2002,https://image.tmdb.org/t/p/w500/yRUhSU7vzs5ePa72LNPcKKCCMZ5.jpg
2011,224.9,0.032,578,Killer Elite,Action,66000000,57777106,9/23/2011,116,Gary McKendry,15,7,7,44,62,20,47,5.8,2011,https://image.tmdb.org/t/p/w500/7O2U0WPFPSvNSUYZlhbnV081lBF.jpg
2002,179.9,0.016,579,Ballistic: Ecks vs. Sever,Action,70000000,19924033,9/20/2002,91,Wych Kaosayananda,5,21,0,19,5,73,18,2.2,2002,https://image.tmdb.org/t/p/w500/7Jcb486hN7hQRZTsb0RybFGeDOQ.jpg
1998,163,0.016,580,Hard Rain,Thriller,70000000,19870567,1/16/1998,97,Mikael Salomon,9,7,1,36,13,4,10,5.7,1998,https://image.tmdb.org/t/p/w500/hhG5ppaEQIV83GbUVfPlBMDFvVu.jpg
2001,177.1,0.028,581,Osmosis Jones,Adventure,75000000,13596911,8/7/2001,95,Bobby Farrelly,9,4,15,57,22,7,25,6.2,2001,https://image.tmdb.org/t/p/w500/foZpSG88IQUCEBJE3unc5QzO6bQ.jpg
2015,237,0.001,583,Blackhat,Crime,70000000,17752940,1/13/2015,133,Michael Mann,12,9,16,51,52,33,42,5.3,2015,https://image.tmdb.org/t/p/w500/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg
2004,188.9,0.027,584,Sky Captain and the World of Tomorrow,Mystery,70000000,57958696,9/17/2004,107,Kerry Conran,11,2,23,64,22,21,115,7.8,2004,https://image.tmdb.org/t/p/w500/pFJDXKg280uKiXG3eorscwV68D7.jpg
2006,201.6,0.032,585,Basic Instinct 2,Crime,70000000,38629478,3/29/2006,114,Michael Caton-Jones,9,22,2,26,11,86,29,2.9,2006,https://image.tmdb.org/t/p/w500/kbxuAUIKrZHXXRxVvVYw95HWPKJ.jpg
2013,233,0.015,586,Escape Plan,Action,50000000,122915111,10/9/2013,115,Mikael Håfström,18,5,10,49,65,10,224,7.8,2013,https://image.tmdb.org/t/p/w500/k09ydRsOtdjCUxierkknRdujIF2.jpg
2014,236.7,0.016,587,The Legend of Hercules,Action,70000000,61279452,1/10/2014,99,Renny Harlin,5,14,0,22,30,142,14,2,2014,https://image.tmdb.org/t/p/w500/aAnRHLq50AbGWEibXHjmLbp2Tze.jpg
2002,179.9,0.016,588,The Sum of All Fears,Thriller,68000000,193000000,5/31/2002,124,Phil Alden Robinson,14,8,13,45,25,4,15,5.8,2002,https://image.tmdb.org/t/p/w500/3E4LW4bjRhEMDeeXeIsmkJ94v8K.jpg
2010,218.1,0.016,589,The Twilight Saga: Eclipse,Adventure,68000000,698491347,6/23/2010,124,David Slade,19,0,19,58,133,170,184,5.1,2010,https://image.tmdb.org/t/p/w500/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg
2001,177.1,0.028,590,The Score,Action,68000000,71069884,7/13/2001,124,Frank Oz,8,1,20,71,22,2,53,7.4,2001,https://image.tmdb.org/t/p/w500/fsb4m9XW59mei8GKznvI3lLzcfp.jpg
2010,218.1,0.016,591,Despicable Me,Animation,69000000,543513985,7/8/2010,95,Pierre Coffin,8,0,27,72,90,24,509,7.7,2010,https://image.tmdb.org/t/p/w500/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg
2015,237,0.001,593,Ted 2,Comedy,68000000,217022588,6/25/2015,115,Seth MacFarlane,17,10,11,48,125,52,178,6.2,2015,https://image.tmdb.org/t/p/w500/qMOt0uy1x49OBW0jzodgRM9waW0.jpg
1999,166.6,0.022,595,Mystery Men,Adventure,68000000,29762011,8/6/1999,121,Kinka Usher,9,0,15,65,16,3,51,8.1,1999,https://image.tmdb.org/t/p/w500/ciVSbFmDecOIwlxl9F6GhHVgCVJ.jpg
2011,224.9,0.032,596,Hall Pass,Comedy,36000000,83160734,2/25/2011,105,Bobby Farrelly,14,10,12,45,84,33,61,5.5,2011,https://image.tmdb.org/t/p/w500/HqwUkeLOm6PUvcMntKvN0iSNR.jpg
2016,240,0.013,598,The Finest Hours,Action,80000000,52099090,1/25/2016,114,Craig Gillespie,21,0,18,58,45,8,64,6.5,2016,https://image.tmdb.org/t/p/w500/6UG91TJ4DKI6FGdqXZfDBeRZHX8.jpg
2008,215.3,0.038,599,Body of Lies,Action,70000000,113280098,10/10/2008,128,Ridley Scott,15,1,21,57,48,11,124,7.1,2008,https://image.tmdb.org/t/p/w500/rNEZug6er0bIj9LVN2JaQig6oZy.jpg
2010,218.1,0.016,600,Dinner for Schmucks,Comedy,69000000,86387857,7/30/2010,114,Jay Roach,15,2,20,56,85,49,101,5.8,2010,https://image.tmdb.org/t/p/w500/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg
2012,229.6,0.021,601,Abraham Lincoln: Vampire Hunter,Action,69000000,112265139,6/20/2012,94,Timur Bekmambetov,14,9,12,42,117,51,131,5.9,2012,https://image.tmdb.org/t/p/w500/5dTZylzoBV9qsrub9vYLAZrNkX3.jpg
1999,166.6,0.022,602,Entrapment,Romance,66000000,212404396,4/29/1999,112,Jon Amiel,15,2,7,54,18,2,13,6.4,1999,https://image.tmdb.org/t/p/w500/onEHQY4M22CluNfocJRGsVg0dK6.jpg
1998,163,0.016,603,The X Files,Mystery,66000000,189198313,6/19/1998,121,Rob Bowman,12,0,11,60,11,1,67,8.3,1998,https://image.tmdb.org/t/p/w500/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg
1998,163,0.016,605,Saving Private Ryan,Drama,70000000,481840909,7/24/1998,169,Steven Spielberg,1,0,37,91,30,33,951,8.9,1998,https://image.tmdb.org/t/p/w500/AdpcyHDrwxUuBi6OCSvNbAmRLKK.jpg
2000,172.2,0.034,607,What Women Want,Comedy,70000000,374111707,12/15/2000,127,Nancy Meyers,19,4,10,47,20,23,73,6.7,2000,https://image.tmdb.org/t/p/w500/eqkBEMDk1316Yx5wVoabWY07JAi.jpg
2002,179.9,0.016,608,Ice Age,Animation,59000000,383257136,3/10/2002,81,Chris Wedge,9,1,21,60,44,8,281,8,2002,https://image.tmdb.org/t/p/w500/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg
2003,184,0.023,609,Dreamcatcher,Drama,68000000,75715436,3/21/2003,136,Lawrence Kasdan,15,16,7,35,28,22,27,5,2003,https://image.tmdb.org/t/p/w500/lLhvwLNU4pLgvaNREVFaQ4n3lCf.jpg
2012,229.6,0.021,610,Lincoln,History,65000000,275293450,11/9/2012,149,Steven Spielberg,3,0,41,86,122,62,569,7.5,2012,https://image.tmdb.org/t/p/w500/oOo905cttAIkHERDBya5sX6HbIV.jpg
1999,166.6,0.022,611,The Matrix,Action,63000000,463517383,3/30/1999,136,Lilly Wachowski,5,1,29,73,48,34,1407,9,1999,https://image.tmdb.org/t/p/w500/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg
1995,152.4,0.028,612,Apollo 13,Drama,52000000,355237933,6/30/1995,140,Ron Howard,5,0,17,77,18,4,164,8,1995,https://image.tmdb.org/t/p/w500/tVeKscCm2fY1xDXZk8PgnZ87h9S.jpg
1998,163,0.016,615,You've Got Mail,Comedy,65000000,250821495,12/17/1998,119,Nora Ephron,4,2,13,57,24,6,52,7.3,1998,https://image.tmdb.org/t/p/w500/e2uVtH6TpMfUl7WeOM70ezkcjsU.jpg
2008,215.3,0.038,616,Step Brothers,Comedy,65000000,128107642,7/25/2008,98,Adam McKay,15,5,13,51,43,35,267,7.9,2008,https://image.tmdb.org/t/p/w500/wRR6U3K3v2iQsG3uw7ehz1ctRyT.jpg
1998,163,0.016,617,The Mask of Zorro,Action,95000000,250288523,7/16/1998,136,Martin Campbell,9,0,13,63,29,3,164,8.8,1998,https://image.tmdb.org/t/p/w500/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg
2010,218.1,0.016,618,Due Date,Comedy,65000000,211780824,11/4/2010,95,Todd Phillips,20,4,15,51,112,26,157,6.5,2010,https://image.tmdb.org/t/p/w500/sBxWS09pOOyXZ0dcnqfqqCAQGan.jpg
2014,236.7,0.016,619,Unbroken,Drama,65000000,163442937,12/25/2014,137,Angelina Jolie,22,1,25,59,83,43,171,6.5,2014,https://image.tmdb.org/t/p/w500/vAlHUjHwLWMV5mg4epGR9WSIfiy.jpg
1993,144.5,0.03,621,Cliffhanger,Action,70000000,255000211,5/28/1993,112,Renny Harlin,6,1,9,60,18,5,121,8.7,1993,https://image.tmdb.org/t/p/w500/8v2nPPLvhEVlfXu08UZ0djK31be.jpg
1996,156.9,0.029,622,Broken Arrow,Action,50000000,150270147,2/9/1996,108,John Woo,8,2,11,61,12,65,28,3.2,1996,https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
2000,172.2,0.034,623,The Kid,Fantasy,65000000,69700000,7/7/2000,104,Jon Turteltaub,18,7,7,45,13,4,14,6.3,2000,https://image.tmdb.org/t/p/w500/drgMcyTsySQBnUPGaBThCHGdlWT.jpg
2006,201.6,0.032,624,World Trade Center,Drama,63000000,162945894,8/9/2006,128,Oliver Stone,11,0,29,66,30,53,71,5.5,2006,https://image.tmdb.org/t/p/w500/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg
2003,184,0.023,625,Mona Lisa Smile,Drama,65000000,141205169,12/19/2003,117,Mike Newell,26,5,9,45,11,5,23,6.9,2003,https://image.tmdb.org/t/p/w500/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg
2012,229.6,0.021,626,The Dictator,Comedy,65000000,179379533,5/15/2012,83,Larry Charles,16,4,21,58,136,75,273,6.4,2012,https://image.tmdb.org/t/p/w500/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg
1999,166.6,0.022,627,Eyes Wide Shut,Mystery,65000000,162091208,7/14/1999,159,Stanley Kubrick,5,4,24,68,32,89,230,6.4,1999,https://image.tmdb.org/t/p/w500/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg
2014,236.7,0.016,628,Annie,Comedy,65000000,133821816,12/19/2014,119,Will Gluck,19,14,5,33,24,47,57,5.2,2014,https://image.tmdb.org/t/p/w500/aKAM9V0izx4VhsdyAdBvAB26UCZ.jpg
2015,237,0.001,629,Focus,Romance,50100000,153962963,2/25/2015,105,Glenn Ficarra,13,5,24,56,113,31,119,6.2,2015,https://image.tmdb.org/t/p/w500/lOzGWjceYTd0kd5HyX7Ch46O9kh.jpg
2012,229.6,0.021,630,This Means War,Action,65000000,156974557,2/14/2012,103,McG,18,15,3,31,63,34,90,6.1,2012,https://image.tmdb.org/t/p/w500/7d1hwECRc1NZlGfAeYE42ki7Fem.jpg
2004,188.9,0.027,631,Blade: Trinity,Science,65000000,128905366,12/8/2004,123,David S. Goyer,16,12,2,38,62,162,34,2.7,2004,https://image.tmdb.org/t/p/w500/r6ycjrStmmAqiY1oDjAli9NArCa.jpg
1984,103.9,0.043,632,Red Dawn,Action,4200000,38376497,8/10/1984,114,John Milius,7,1,4,55,1,1,3,6.6,1984,https://image.tmdb.org/t/p/w500/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg
2012,229.6,0.021,633,Resident Evil: Retribution,Action,65000000,240159255,9/12/2012,95,Paul W.S. Anderson,10,5,2,39,121,172,166,5.1,2012,https://image.tmdb.org/t/p/w500/ohdUDWVlcbuWphaLu6wS91xdJ73.jpg
2008,215.3,0.038,634,Death Race,Action,45000000,73762516,8/22/2008,105,Paul W.S. Anderson,3,10,11,43,51,22,120,6.9,2008,https://image.tmdb.org/t/p/w500/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg
1996,156.9,0.029,635,The Long Kiss Goodnight,Crime,65000000,89456761,10/11/1996,120,Renny Harlin,5,6,9,44,11,3,63,8.5,1996,https://image.tmdb.org/t/p/w500/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg
2000,172.2,0.034,636,Proof of Life,Action,65000000,62800000,12/8/2000,135,Taylor Hackford,15,5,9,45,10,2,16,6.8,2000,https://image.tmdb.org/t/p/w500/yw8x2i3vaHZZzpvqvF75E8q2N6M.jpg
2005,195.3,0.034,637,Zathura: A Space Adventure,Family,65000000,64321501,11/6/2005,101,Jon Favreau,7,1,22,67,31,17,72,6.8,2005,https://image.tmdb.org/t/p/w500/gDb5BW2NLqZ9cvg9nyzkZVvmgze.jpg
1999,166.6,0.022,638,Fight Club,Drama,63000000,100853753,10/15/1999,139,David Fincher,10,2,23,66,59,57,1599,9,1999,https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
2006,201.6,0.032,639,We Are Marshall,Drama,65000000,43545364,12/12/2006,124,McG,14,4,13,53,14,12,95,8,2006,https://image.tmdb.org/t/p/w500/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg
1991,136.2,0.042,640,Hudson Hawk,Action,65000000,17218080,5/23/1991,100,Michael Lehmann,3,11,1,17,9,18,28,5.3,1991,https://image.tmdb.org/t/p/w500/g1FJLGg9TaCzgjCmTJmONGIhTar.jpg
2014,236.7,0.016,641,"I, Frankenstein",Horror,65000000,71154592,1/22/2014,92,Stuart Beattie,9,11,0,30,76,103,56,4.4,2014,https://image.tmdb.org/t/p/w500/pQkJ1tNsKRvYhwbC8eztLElKrmS.jpg
2005,195.3,0.034,642,Oliver Twist,Crime,50000000,42093706,9/23/2005,130,Roman Polanski,9,1,26,65,8,4,39,7.5,2005,https://image.tmdb.org/t/p/w500/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg
2005,195.3,0.034,643,Elektra,Action,43000000,56681566,1/13/2005,97,Rob Bowman,18,16,1,34,38,57,32,4.4,2005,https://image.tmdb.org/t/p/w500/gC6s6NKHneSrOKyQZnUMb443RKU.jpg
1999,166.6,0.022,645,Random Hearts,Drama,64000000,74608570,10/8/1999,133,Sydney Pollack,18,11,6,38,8,6,4,5.1,1999,https://image.tmdb.org/t/p/w500/k7LoKDWDesvYD7DXDh9Ewlxtcx8.jpg
2015,237,0.001,646,Everest,Adventure,55000000,203427584,9/10/2015,121,Baltasar Kormákur,14,1,24,64,97,17,234,7,2015,https://image.tmdb.org/t/p/w500/4xmndWnTYTE4bDdlWrkZyaGcZlo.jpg
2002,179.9,0.016,648,Austin Powers in Goldmember,Comedy,63000000,296655431,7/26/2002,94,Jay Roach,9,3,22,62,49,13,71,6.7,2002,https://image.tmdb.org/t/p/w500/n8V61f1v7idya4WJzGEJNoIp9iL.jpg
2009,214.5,-0.004,649,Astro Boy,Animation,65000000,44091067,10/15/2009,94,David Bowers,15,0,7,53,31,14,41,6,2009,https://image.tmdb.org/t/p/w500/nKiEA8Z81i2sWxhjs0pcNbs2Rmr.jpg
